"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2009"	"2009"	485	429955	112.8
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2010"	"2010"	402	418195	96.1
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2011"	"2011"	433	401943	107.7
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2012"	"2012"	441	397456	111.0
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2013"	"2013"	460	398348	115.5
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2014"	"2014"	522	404949	128.9
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2015"	"2015"	610	413273	147.6
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2016"	"2016"	682	420389	162.2
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2017"	"2017"	750	430635	174.2
	"Massachusetts"	"25"	"35-39 years"	"35-39"	"2018"	"2018"	683	440081	155.2
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"1999"	"1999"	1014	515100	196.9
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2000"	"2000"	1028	522402	196.8
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2001"	"2001"	1102	530248	207.8
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2002"	"2002"	1110	531345	208.9
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2003"	"2003"	1078	529760	203.5
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2004"	"2004"	992	527700	188.0
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2005"	"2005"	991	521079	190.2
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2006"	"2006"	881	511005	172.4
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2007"	"2007"	857	499666	171.5
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2008"	"2008"	807	488473	165.2
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2009"	"2009"	839	474958	176.6
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2010"	"2010"	768	468954	163.8
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2011"	"2011"	750	463591	161.8
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2012"	"2012"	735	456641	161.0
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2013"	"2013"	749	444477	168.5
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2014"	"2014"	713	432783	164.7
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2015"	"2015"	716	420820	170.1
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2016"	"2016"	788	404624	194.7
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2017"	"2017"	754	399866	188.6
	"Massachusetts"	"25"	"40-44 years"	"40-44"	"2018"	"2018"	769	400571	192.0
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"1999"	"1999"	1244	452495	274.9
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2000"	"2000"	1329	461945	287.7
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2001"	"2001"	1414	473772	298.5
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2002"	"2002"	1479	484600	305.2
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2003"	"2003"	1541	493214	312.4
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2004"	"2004"	1483	500324	296.4
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2005"	"2005"	1404	506191	277.4
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2006"	"2006"	1443	511381	282.2
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2007"	"2007"	1403	513270	273.3
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2008"	"2008"	1380	514728	268.1
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2009"	"2009"	1366	517144	264.1
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2010"	"2010"	1256	515434	243.7
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2011"	"2011"	1270	505409	251.3
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2012"	"2012"	1213	497671	243.7
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2013"	"2013"	1207	486707	248.0
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2014"	"2014"	1235	475213	259.9
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2015"	"2015"	1198	468631	255.6
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2016"	"2016"	1175	461885	254.4
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2017"	"2017"	1187	455142	260.8
	"Massachusetts"	"25"	"45-49 years"	"45-49"	"2018"	"2018"	1096	443793	247.0
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"1999"	"1999"	1630	397395	410.2
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2000"	"2000"	1767	411408	429.5
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2001"	"2001"	1842	434247	424.2
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2002"	"2002"	1883	429219	438.7
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2003"	"2003"	1826	433331	421.4
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2004"	"2004"	1830	439110	416.8
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2005"	"2005"	1867	447608	417.1
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2006"	"2006"	1924	455794	422.1
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2007"	"2007"	1827	467531	390.8
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2008"	"2008"	1885	478565	393.9
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2009"	"2009"	1973	489554	403.0
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2010"	"2010"	1933	497001	388.9
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2011"	"2011"	1939	504181	384.6
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2012"	"2012"	1937	507364	381.8
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2013"	"2013"	1926	509238	378.2
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2014"	"2014"	1979	511398	387.0
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2015"	"2015"	1978	509671	388.1
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2016"	"2016"	1946	499231	389.8
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2017"	"2017"	1978	489830	403.8
	"Massachusetts"	"25"	"50-54 years"	"50-54"	"2018"	"2018"	1762	477738	368.8
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"1999"	"1999"	2034	299408	679.3
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2000"	"2000"	2143	310002	691.3
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2001"	"2001"	2238	322304	694.4
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2002"	"2002"	2316	350766	660.3
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2003"	"2003"	2357	363125	649.1
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2004"	"2004"	2321	378338	613.5
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2005"	"2005"	2380	394370	603.5
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2006"	"2006"	2473	411603	600.8
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2007"	"2007"	2513	407031	617.4
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2008"	"2008"	2296	414285	554.2
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2009"	"2009"	2473	423739	583.6
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2010"	"2010"	2479	432822	572.8
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2011"	"2011"	2497	445659	560.3
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2012"	"2012"	2505	459014	545.7
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2013"	"2013"	2621	470291	557.3
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2014"	"2014"	2786	479748	580.7
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2015"	"2015"	2815	487513	577.4
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2016"	"2016"	2801	491773	569.6
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2017"	"2017"	2744	493492	556.0
	"Massachusetts"	"25"	"55-59 years"	"55-59"	"2018"	"2018"	2796	492474	567.7
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"1999"	"1999"	2531	235075	1076.7
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2000"	"2000"	2621	236405	1108.7
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2001"	"2001"	2518	242374	1038.9
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2002"	"2002"	2682	251347	1067.1
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2003"	"2003"	2780	267397	1039.7
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2004"	"2004"	2742	279369	981.5
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2005"	"2005"	2729	288750	945.1
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2006"	"2006"	2864	296941	964.5
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2007"	"2007"	2869	325145	882.4
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2008"	"2008"	2907	338244	859.4
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2009"	"2009"	2948	356144	827.8
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2010"	"2010"	3120	370547	842.0
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2011"	"2011"	3148	392206	802.6
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2012"	"2012"	3134	391017	801.5
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2013"	"2013"	3248	396837	818.5
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2014"	"2014"	3222	405550	794.5
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2015"	"2015"	3361	417332	805.4
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2016"	"2016"	3359	425231	789.9
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2017"	"2017"	3596	437960	821.1
	"Massachusetts"	"25"	"60-64 years "	"60-64"	"2018"	"2018"	3694	446693	827.0
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"1999"	"1999"	3946	217857	1811.3
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2000"	"2000"	3795	216498	1752.9
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2001"	"2001"	3658	213650	1712.1
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2002"	"2002"	3513	212118	1656.2
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2003"	"2003"	3524	212395	1659.2
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2004"	"2004"	3250	213805	1520.1
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2005"	"2005"	3280	214484	1529.3
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2006"	"2006"	3192	218254	1462.5
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2007"	"2007"	3286	226873	1448.4
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2008"	"2008"	3257	242829	1341.3
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2009"	"2009"	3429	255514	1342.0
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2010"	"2010"	3494	264459	1321.2
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2011"	"2011"	3572	275731	1295.5
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2012"	"2012"	3808	302642	1258.3
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2013"	"2013"	3828	316355	1210.0
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2014"	"2014"	4083	330937	1233.8
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2015"	"2015"	4215	346673	1215.8
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2016"	"2016"	4394	362314	1212.8
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2017"	"2017"	4358	362368	1202.6
	"Massachusetts"	"25"	"65-69 years"	"65-69"	"2018"	"2018"	4348	367250	1183.9
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"1999"	"1999"	5856	213185	2746.9
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2000"	"2000"	5963	211332	2821.6
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2001"	"2001"	5665	207392	2731.5
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2002"	"2002"	5417	202865	2670.2
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2003"	"2003"	5103	198436	2571.6
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2004"	"2004"	4891	193253	2530.9
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2005"	"2005"	4639	190173	2439.4
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2006"	"2006"	4399	187316	2348.4
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2007"	"2007"	4256	186159	2286.2
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2008"	"2008"	4198	187230	2242.2
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2009"	"2009"	4022	190357	2112.9
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2010"	"2010"	3954	192001	2059.4
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2011"	"2011"	4069	197756	2057.6
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2012"	"2012"	4085	205744	1985.5
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2013"	"2013"	4424	221103	2000.9
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2014"	"2014"	4599	231859	1983.5
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2015"	"2015"	4826	241927	1994.8
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2016"	"2016"	4938	250217	1973.5
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2017"	"2017"	5354	274343	1951.6
	"Massachusetts"	"25"	"70-74 years"	"70-74"	"2018"	"2018"	5566	286579	1942.2
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"1999"	"1999"	8019	183528	4369.4
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2000"	"2000"	8244	184941	4457.6
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2001"	"2001"	7884	183877	4287.6
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2002"	"2002"	7627	183610	4153.9
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2003"	"2003"	7503	182251	4116.8
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2004"	"2004"	7030	179252	3921.9
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2005"	"2005"	6707	176944	3790.5
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2006"	"2006"	6545	173645	3769.2
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2007"	"2007"	6260	170355	3674.7
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2008"	"2008"	6263	167004	3750.2
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2009"	"2009"	5860	163438	3585.5
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2010"	"2010"	5588	162592	3436.8
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2011"	"2011"	5524	161088	3429.2
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2012"	"2012"	5333	161395	3304.3
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2013"	"2013"	5423	162614	3334.9
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2014"	"2014"	5308	165604	3205.2
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2015"	"2015"	5710	168475	3389.2
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2016"	"2016"	5610	173072	3241.4
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2017"	"2017"	5795	180971	3202.2
	"Massachusetts"	"25"	"75-79 years"	"75-79"	"2018"	"2018"	6382	193337	3301.0
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"1999"	"1999"	9401	129117	7281.0
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2000"	"2000"	9339	130699	7145.4
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2001"	"2001"	9540	134254	7105.9
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2002"	"2002"	9643	136918	7042.9
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2003"	"2003"	9481	137755	6882.5
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2004"	"2004"	9328	139877	6668.7
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2005"	"2005"	8942	140388	6369.5
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2006"	"2006"	8819	140329	6284.5
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2007"	"2007"	8572	141056	6077.0
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2008"	"2008"	8739	140799	6206.7
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2009"	"2009"	8178	139206	5874.7
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2010"	"2010"	8093	138473	5844.5
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2011"	"2011"	8106	137235	5906.7
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2012"	"2012"	7944	135600	5858.4
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2013"	"2013"	7748	133359	5809.9
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2014"	"2014"	7483	130643	5727.8
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2015"	"2015"	7593	129589	5859.3
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2016"	"2016"	7256	129555	5600.7
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2017"	"2017"	7465	130437	5723.1
	"Massachusetts"	"25"	"80-84 years"	"80-84"	"2018"	"2018"	7419	132082	5617.0
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"1999"	"1999"	8691	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2000"	"2000"	8878	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2001"	"2001"	9069	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2002"	"2002"	9316	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2003"	"2003"	9064	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2004"	"2004"	9099	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2005"	"2005"	9101	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2006"	"2006"	9102	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2007"	"2007"	9278	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2008"	"2008"	9512	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2009"	"2009"	9192	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2010"	"2010"	9424	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2011"	"2011"	9590	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2012"	"2012"	9359	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2013"	"2013"	9594	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2014"	"2014"	9373	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2015"	"2015"	9641	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2016"	"2016"	9199	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2017"	"2017"	9353	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"85-89 years"	"85-89"	"2018"	"2018"	8988	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"1999"	"1999"	5966	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2000"	"2000"	6075	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2001"	"2001"	6172	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2002"	"2002"	6403	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2003"	"2003"	6442	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2004"	"2004"	6180	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2005"	"2005"	6467	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2006"	"2006"	6449	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2007"	"2007"	6360	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2008"	"2008"	6786	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2009"	"2009"	6624	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2010"	"2010"	6930	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2011"	"2011"	7370	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2012"	"2012"	7323	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2013"	"2013"	7657	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2014"	"2014"	7859	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2015"	"2015"	8575	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2016"	"2016"	8070	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2017"	"2017"	8417	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"90-94 years"	"90-94"	"2018"	"2018"	8539	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"1999"	"1999"	2523	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2000"	"2000"	2547	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2001"	"2001"	2534	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2002"	"2002"	2534	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2003"	"2003"	2607	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2004"	"2004"	2549	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2005"	"2005"	2586	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2006"	"2006"	2702	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2007"	"2007"	2629	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2008"	"2008"	2822	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2009"	"2009"	2673	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2010"	"2010"	2923	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2011"	"2011"	3137	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2012"	"2012"	3130	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2013"	"2013"	3326	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2014"	"2014"	3360	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2015"	"2015"	3666	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2016"	"2016"	3759	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2017"	"2017"	4007	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"95-99 years"	"95-99"	"2018"	"2018"	4146	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"1999"	"1999"	602	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2000"	"2000"	634	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2001"	"2001"	619	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2002"	"2002"	593	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2003"	"2003"	530	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2004"	"2004"	516	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2005"	"2005"	582	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2006"	"2006"	594	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2007"	"2007"	599	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2008"	"2008"	617	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2009"	"2009"	631	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2010"	"2010"	662	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2011"	"2011"	693	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2012"	"2012"	697	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2013"	"2013"	711	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2014"	"2014"	779	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2015"	"2015"	802	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2016"	"2016"	786	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2017"	"2017"	881	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"100+ years"	"100+"	"2018"	"2018"	852	Not Applicable	Not Applicable
	"Michigan"	"26"	"< 1 year"	"1"	"1999"	"1999"	1077	130339	826.3
	"Michigan"	"26"	"< 1 year"	"1"	"2000"	"2000"	1119	131188	853.0
	"Michigan"	"26"	"< 1 year"	"1"	"2001"	"2001"	1069	134204	796.5
	"Michigan"	"26"	"< 1 year"	"1"	"2002"	"2002"	1057	129825	814.2
	"Michigan"	"26"	"< 1 year"	"1"	"2003"	"2003"	1119	128640	869.9
	"Michigan"	"26"	"< 1 year"	"1"	"2004"	"2004"	984	129338	760.8
	"Michigan"	"26"	"< 1 year"	"1"	"2005"	"2005"	1012	125647	805.4
	"Michigan"	"26"	"< 1 year"	"1"	"2006"	"2006"	940	124689	753.9
	"Michigan"	"26"	"< 1 year"	"1"	"2007"	"2007"	995	123680	804.5
